,ec_num,ph_min,ph_max,comments,organism,uniprot_id,ref,substrates,products,notes,reaction_type,substrates_rev,condition,to_fix,notes.1,subst_str,rxn_type_guess,all_substrates,name
3969,1.13.11.1,6,9.5,"pH 6.0: about 60% of maximal activity, pH 9.5: about 60% of maximal activity",Candida albicans,P86029,671650,"{'catechol + O2', '4-methylcatechol + O2'}","{'cis,cis-muconate', '3-methyl-cis,cis-muconate'}",,,,,,,"{'catechol + O2', '4-methylcatechol + O2'}",oxidation,"{'4-methylcatechol', 'O2', 'catechol'}","catechol 1,2-dioxygenase"
461,1.13.11.86,6.5,9,"pH 6.5: about 50% of maximal activity, pH 9.0: about 40% of maximal activity",Comamonas thiooxydans,A0A1V0ELS9,748114,"{'gentisate + O2', '1-hydroxy-2-naphthoate + O2'}","{'(3Z)-4-(2-carboxyphenyl)-2-oxobut-3-enoate', 'maleylpyruvate'}",,,,,,,"{'gentisate + O2', '1-hydroxy-2-naphthoate + O2'}",oxidation,"{'1-hydroxy-2-naphthoate', 'O2', 'gentisate'}","5-aminosalicylate 1,2-dioxygenase"
466,1.13.11.B6,4.5,8,over 60% of maxmal activity within this range,Malus domestica,S4UKU4,742627,"{'linolenate + O2', 'linoleate + O2', 'alpha-linolenate + O2'}","{'?', '(9R,10E,12Z)-9-hydroperoxy-10,12-octadecadienoate + (9Z,11E,13R)-13-hydroperoxy-9,11-octadecadienoate', '(9S,10E,12Z)-9-hydroperoxy-10,12-octadecadienoate', '13-hydroperoxyoctadeca-9,11-dienoate', '9-hydroperoxy-10,12-octadecadienoate + 13-hydroperoxy-9,11-octadecadienoate', '13-hydroperoxyoctadeca-9,11,15-trienoate'}",,,,,,,"{'linolenate + O2', 'linoleate + O2', 'alpha-linolenate + O2'}",oxidation,"{'alpha-linolenate', 'linolenate', 'linoleate', 'O2'}",linoleate 9/13-lipoxygenase
500,1.14.13.22,7,8.5,"70% of maximal activity at pH 7.0 within this range, His-tagged recombinant enzyme",Arthrobacter sp.,A5HLX5,685723,"{'2-methyl-cyclopentanone + NADPH + H+ + O2', '1,3-cyclohexandione + NADPH + H+ + O2', 'cycloheptanone + NADPH + H+ + O2', 'cyclohexanone + NADPH + H+ + O2', 'cyclodecanone + NADPH + H+ + O2', 'cyclohexanone + NADPH + O2', '1,4-cyclohexandione + NADPH + H+ + O2', '1,2-cyclohexandione + NADPH + H+ + O2', '2-methyl-cyclohexanone + NADPH + H+ + O2', 'cyclooctanone + NADPH + H+ + O2'}","{'1-oxa-2-oxo-3-methyl-cycloheptane + NADP+ + H2O', '1-oxa-2-oxo-cycloundecane + NADP+ + H2O', '1-oxa-2-oxo-cyclooctane + NADP+ + H2O', '? + NADP+ + H2O', '1-oxa-2-oxo-3-methylcyclohexane + NADP+ + H2O', 'hexano-6-lactone + NADP+ + H2O', 'epsilon-caprolactone + NADP+ + H2O', '1-oxa-2-oxo-3-methyl-cyclohexane + NADP+ + H2O', '1-oxa-2-oxocycloheptane + NADP+ + H2O', '1-oxa-2-oxo-cyclononane + NADP+ + H2O', '1-oxa-2-oxo-3-methylcycloheptane + NADP+ + H2O'}",,,,,,,"{'2-methyl-cyclopentanone + NADPH + H+ + O2', '1,3-cyclohexandione + NADPH + H+ + O2', 'cycloheptanone + NADPH + H+ + O2', 'cyclohexanone + NADPH + H+ + O2', 'cyclodecanone + NADPH + H+ + O2', 'cyclohexanone + NADPH + O2', '1,4-cyclohexandione + NADPH + H+ + O2', '1,2-cyclohexandione + NADPH + H+ + O2', '2-methyl-cyclohexanone + NADPH + H+ + O2', 'cyclooctanone + NADPH + H+ + O2'}",oxidation_or_reduction,"{'cyclodecanone', '2-methyl-cyclopentanone', '1,2-cyclohexandione', 'H+', 'cyclooctanone', 'cyclohexanone', 'cycloheptanone', '1,3-cyclohexandione', '2-methyl-cyclohexanone', '1,4-cyclohexandione', 'O2', 'NADPH'}",cyclohexanone monooxygenase
501,1.14.13.22,7,8.5,"70% of maximal activity at pH 7.0 within this range, His-tagged recombinant enzyme",Arthrobacter sp.,Q84H88,685723,"{'2-methyl-cyclopentanone + NADPH + H+ + O2', '1,3-cyclohexandione + NADPH + H+ + O2', 'cycloheptanone + NADPH + H+ + O2', 'cyclohexanone + NADPH + H+ + O2', 'cyclodecanone + NADPH + H+ + O2', 'cyclohexanone + NADPH + O2', '1,4-cyclohexandione + NADPH + H+ + O2', '1,2-cyclohexandione + NADPH + H+ + O2', '2-methyl-cyclohexanone + NADPH + H+ + O2', 'cyclooctanone + NADPH + H+ + O2'}","{'1-oxa-2-oxo-3-methyl-cycloheptane + NADP+ + H2O', '1-oxa-2-oxo-cycloundecane + NADP+ + H2O', '1-oxa-2-oxo-cyclooctane + NADP+ + H2O', '? + NADP+ + H2O', '1-oxa-2-oxo-3-methylcyclohexane + NADP+ + H2O', 'hexano-6-lactone + NADP+ + H2O', 'epsilon-caprolactone + NADP+ + H2O', '1-oxa-2-oxo-3-methyl-cyclohexane + NADP+ + H2O', '1-oxa-2-oxocycloheptane + NADP+ + H2O', '1-oxa-2-oxo-cyclononane + NADP+ + H2O', '1-oxa-2-oxo-3-methylcycloheptane + NADP+ + H2O'}",,,,,,,"{'2-methyl-cyclopentanone + NADPH + H+ + O2', '1,3-cyclohexandione + NADPH + H+ + O2', 'cycloheptanone + NADPH + H+ + O2', 'cyclohexanone + NADPH + H+ + O2', 'cyclodecanone + NADPH + H+ + O2', 'cyclohexanone + NADPH + O2', '1,4-cyclohexandione + NADPH + H+ + O2', '1,2-cyclohexandione + NADPH + H+ + O2', '2-methyl-cyclohexanone + NADPH + H+ + O2', 'cyclooctanone + NADPH + H+ + O2'}",oxidation_or_reduction,"{'cyclodecanone', '2-methyl-cyclopentanone', '1,2-cyclohexandione', 'H+', 'cyclooctanone', 'cyclohexanone', 'cycloheptanone', '1,3-cyclohexandione', '2-methyl-cyclohexanone', '1,4-cyclohexandione', 'O2', 'NADPH'}",cyclohexanone monooxygenase
507,1.14.13.250,9,-,loss of activity above,Streptomyces achromogenes subsp. streptozoticus,A0A411MR89,763187,"{'Ndelta,Nomega-dihydroxy-Nomega-methyl-L-arginine + O2', 'S-adenosyl-L-methionine + L-arginine', 'Nomega-methyl-L-arginine + 2 NADH + 2 H+ + 3 O2', 'Ndelta-hydroxy-Nomega-methyl-L-arginine + NADH + H+ + O2', 'Nomega-methyl-L-arginine + NADH + H+ + O2'}","{'S-adenosyl-L-homocysteine + Nomega-methyl-L-arginine', 'Ndelta-hydroxy-Nomega-methyl-L-arginine + NAD+ + H2O', 'Ndelta,Nomega-dihydroxy-Nomega-methyl-L-arginine + NAD+ + H2O', 'Ndelta-hydroxy-Nomega-methyl-Nomega-nitroso-L-citrulline + H2O', 'Ndelta-hydroxy-Nomega-methyl-Nomega-nitroso-L-citrulline + 2 NAD+ + 3 H2O'}",,,,,,,"{'Ndelta,Nomega-dihydroxy-Nomega-methyl-L-arginine + O2', 'S-adenosyl-L-methionine + L-arginine', 'Nomega-methyl-L-arginine + 2 NADH + 2 H+ + 3 O2', 'Ndelta-hydroxy-Nomega-methyl-L-arginine + NADH + H+ + O2', 'Nomega-methyl-L-arginine + NADH + H+ + O2'}",oxidation_or_reduction,"{'Ndelta,Nomega-dihydroxy-Nomega-methyl-L-arginine', 'NADH', 'H+', 'L-arginine', 'S-adenosyl-L-methionine', 'Nomega-methyl-L-arginine', 'O2', 'Ndelta-hydroxy-Nomega-methyl-L-arginine'}",nitrosourea synthase
4020,1.14.13.8,7.5,9,"pH 7.5: about 40% of activity maximum, pH 9.0: about 95% of activity maximum",Sus scrofa,P16549,348490,"{'1-methyl-2-benzylhydrazine + NADPH + H+ + O2', 'beta-ethylphenylhydrazine + NADPH + O2', 'procarbazine + NADPH + H+ + O2', 'beta-ethylphenylhydrazine + NADPH + H+ + O2', '1,2-dimethylhydrazine + NADPH + O2', 'trimethylamine + NADPH + O2', 'benzylhydrazine + NADPH + H+ + O2', 'procarbazine + NADPH + O2', 'L-methionine + NADPH + O2', 'tamoxifen + NADPH + O2', 'S-farnesylcysteine + NADPH + O2', 'ethylhydrazine + NADPH + H+ + O2', 'phenylhydrazine + NADPH + H+ + O2', 'dihydrolipoic acid + NADPH + O2', 'benzylhydrazine + NADPH + O2', 'isopropylhydrazine + NADPH + H+ + O2', 'N-aminopyrrolidine + NADPH + H+ + O2', 'n-propylhydrazine + NADPH + H+ + O2', '1-methyl-2-benzylhydrazine + NADPH + O2', 'lipoic acid + NADPH + O2', 'butylhydrazine + NADPH + O2', 'N-aminomorpholine + NADPH + H+ + O2', 'butylhydrazine + NADPH + H+ + O2', 'cysteamine + NADPH + O2', '1,2-dimethylhydrazine + NADPH + H+ + O2', 'phenylhydrazine + NADPH + O2', 'N-aminomorpholine + NADPH + O2', 'N-aminopyrrolidone + NADPH + O2', 'S-farnesylcysteine methyl ester + NADPH + O2', '1,2-dimethylphenylhydrazine + NADPH + O2', 'isopropylhydrazine + NADPH + O2'}","{'N-aminomorpholine N-oxide + NADP+ + H2O', '?', 'ethylhydrazine N-oxide + NADP+ + H2O', 'cysteamine N-oxide + NADP+ + H2O', 'benzylhydrazine N-oxide + NADP+ + H2O', 'N-aminopyrrolidine N-oxide + NADP+ + H2O', '1,2-dimethylhydrazine N-oxide + NADP+ + H2O', 'N-propylhydrazine N-oxide + NADP+ + H2O', 'phenylhydrazine N-oxide + NADP+ + H2O', 'procarbazine N-oxide + NADP+ + H2O', 'L-methionine S-oxide + NADP+ + H2O', 'S-farnesylcysteine S-oxide + NADP+ + H2O', 'butylhydrazine N-oxide + NADP+ + H2O', 'beta-ethylphenylhydrazine N-oxide + NADP+ + H2O', 'tamoxifen N-oxide + NADP+ + H2O', '1-methyl-2-benzylhydrazine N-oxide + NADP+ + H2O', 'trimethylamine N-oxide + NADP+ + H2O', 'isopropylhydrazine N-oxide + NADP+ + H2O'}",,,,,,,"{'1-methyl-2-benzylhydrazine + NADPH + H+ + O2', 'beta-ethylphenylhydrazine + NADPH + O2', 'procarbazine + NADPH + H+ + O2', 'beta-ethylphenylhydrazine + NADPH + H+ + O2', '1,2-dimethylhydrazine + NADPH + O2', 'trimethylamine + NADPH + O2', 'benzylhydrazine + NADPH + H+ + O2', 'procarbazine + NADPH + O2', 'L-methionine + NADPH + O2', 'tamoxifen + NADPH + O2', 'S-farnesylcysteine + NADPH + O2', 'ethylhydrazine + NADPH + H+ + O2', 'phenylhydrazine + NADPH + H+ + O2', 'dihydrolipoic acid + NADPH + O2', 'benzylhydrazine + NADPH + O2', 'isopropylhydrazine + NADPH + H+ + O2', 'N-aminopyrrolidine + NADPH + H+ + O2', 'n-propylhydrazine + NADPH + H+ + O2', '1-methyl-2-benzylhydrazine + NADPH + O2', 'lipoic acid + NADPH + O2', 'butylhydrazine + NADPH + O2', 'N-aminomorpholine + NADPH + H+ + O2', 'butylhydrazine + NADPH + H+ + O2', 'cysteamine + NADPH + O2', '1,2-dimethylhydrazine + NADPH + H+ + O2', 'phenylhydrazine + NADPH + O2', 'N-aminomorpholine + NADPH + O2', 'N-aminopyrrolidone + NADPH + O2', 'S-farnesylcysteine methyl ester + NADPH + O2', '1,2-dimethylphenylhydrazine + NADPH + O2', 'isopropylhydrazine + NADPH + O2'}",oxidation_or_reduction,"{'procarbazine', 'n-propylhydrazine', 'N-aminopyrrolidone', 'dihydrolipoic acid', 'butylhydrazine', 'O2', 'NADPH', 'lipoic acid', 'tamoxifen', 'N-aminopyrrolidine', 'H+', 'phenylhydrazine', 'isopropylhydrazine', 'beta-ethylphenylhydrazine', 'cysteamine', '1,2-dimethylphenylhydrazine', 'ethylhydrazine', 'benzylhydrazine', '1-methyl-2-benzylhydrazine', 'N-aminomorpholine', 'L-methionine', 'S-farnesylcysteine', 'trimethylamine', 'S-farnesylcysteine methyl ester', '1,2-dimethylhydrazine'}",flavin-containing monooxygenase
4028,1.14.13.92,7,9,more than 80% of maximal activity,Thermobifida fusca,Q47PU3,657625,"{'benzylacetone + NADPH + O2', 'methyl 4-tolylsulfide + NADPH + O2', '(2-methylphenyl)acetone + NADPH + O2', 'phenylacetone + NADPH + H+ + O2', 'bicyclohept-2-en-6-one + NADPH + O2', '4-hydroxyacetophenone + NADPH + O2', '2-dodecanone + NADPH + O2'}","{'? + NADP+ + H2O', '? + NADP+ + O2', '? + NADP+', 'acetic acid 4-hydroxyphenyl ester + NADP+ + O2', 'benzyl acetate + NADP+ + H2O'}",,,,,,,"{'benzylacetone + NADPH + O2', 'methyl 4-tolylsulfide + NADPH + O2', '(2-methylphenyl)acetone + NADPH + O2', 'phenylacetone + NADPH + H+ + O2', 'bicyclohept-2-en-6-one + NADPH + O2', '4-hydroxyacetophenone + NADPH + O2', '2-dodecanone + NADPH + O2'}",oxidation_or_reduction,"{'phenylacetone', 'benzylacetone', 'H+', 'bicyclohept-2-en-6-one', '4-hydroxyacetophenone', '2-dodecanone', 'methyl 4-tolylsulfide', '(2-methylphenyl)acetone', 'O2', 'NADPH'}",phenylacetone monooxygenase
4029,1.14.14.10,7,9.6,35% activity of the purified enzyme remains at pH 7.0 and 9.6,Aminobacter aminovorans,P54989,715329,"{'FMN + NADH + H+', 'nitrilotriacetate + FMNH2 + H+ + O2'}","{'FMNH2 + NAD+', 'iminodiacetate + glyoxylate + FMN + H2O'}",,,,,,,"{'FMN + NADH + H+', 'nitrilotriacetate + FMNH2 + H+ + O2'}",oxidation_or_reduction,"{'FMN', 'nitrilotriacetate', 'H+', 'NADH', 'FMNH2', 'O2'}",nitrilotriacetate monooxygenase
4030,1.14.14.106,6.2,8.2,half-maximal activity at pH 6.2 and pH 8.2,Taxus cuspidata,Q8W4T9,440248,"{'taxa-4(20),11-dien-5alpha-yl-acetate + [reduced NADPH-hemoprotein reductase] + O2', 'taxa-4(20),11-dien-5alpha-ol + [reduced NADPH-hemoprotein reductase] + O2', 'taxa-4,11-diene + [reduced NADPH-hemoprotein reductase] + O2'}","{'taxa-4(20),11-dien-5alpha-ol + [oxidized NADPH-hemoprotein reductase] + H2O', 'taxa-4(20),11-dien-5alpha,13alpha-diol-5-acetate + [oxidized NADPH-hemoprotein reductase] + H2O', 'taxa-4(20),11-dien-5alpha,13alpha-diol + [oxidized NADPH-hemoprotein reductase] + H2O'}",,,,,,,"{'taxa-4(20),11-dien-5alpha-yl-acetate + [reduced NADPH-hemoprotein reductase] + O2', 'taxa-4(20),11-dien-5alpha-ol + [reduced NADPH-hemoprotein reductase] + O2', 'taxa-4,11-diene + [reduced NADPH-hemoprotein reductase] + O2'}",oxidation,"{'[reduced NADPH-hemoprotein reductase]', 'taxa-4(20),11-dien-5alpha-yl-acetate', 'taxa-4,11-diene', 'taxa-4(20),11-dien-5alpha-ol', 'O2'}",taxane 13alpha-hydroxylase
530,1.14.14.145,7,8,about 80% of maximal activity at pH 7.0 and 8.0,Pinus taeda,Q50EK3,676795,"{'dehydroabietadienal + [reduced NADPH-hemoprotein reductase] + O2', 'levopimaradienol + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-al + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-ol + 2 [reduced NADPH-hemoprotein reductase] + 2 O2', 'dehydroabietadienol + [reduced NADPH-hemoprotein reductase] + O2', 'isopimara-7,15-dienol + [reduced NADPH-hemoprotein reductase] + O2', 'isopimara-7,15-dienal + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-ol + [reduced NADPH-hemoprotein reductase] + O2', '(13S)-pimara-7,15-dien-18-al + [reduced NADPH-hemoprotein reductase] + O2', 'abietadienol + [reduced NADPH-hemoprotein reductase] + O2', 'abietadienal + [reduced NADPH-hemoprotein reductase] + O2'}","{'abieta-7,13-dien-18-oate + 2 [oxidized NADPH-hemoprotein reductase] + 3 H2O', 'abieta-7,13-dien-18-al + [oxidized NADPH-hemoprotein reductase] + H2O', '(13S)-pimara-7,15-dien-18-oate + [oxidized NADPH-hemoprotein reductase] + H2O', 'abieta-7,13-dien-18-oate + [oxidized NADPH-hemoprotein reductase] + H2O', 'dehydroabietadienoate + [oxidized NADPH-hemoprotein reductase] + H2O', 'dehydroabietadienal + [oxidized NADPH-hemoprotein reductase] + H2O', 'isopimara-7,15-dienal + [oxidized NADPH-hemoprotein reductase] + H2O', 'abietadienal + [oxidized NADPH-hemoprotein reductase] + H2O', 'levopimaradienal + [oxidized NADPH-hemoprotein reductase] + H2O', 'isopimara-7,15-dien-18-oate + [oxidized NADPH-hemoprotein reductase] + H2O'}",,,,,,,"{'dehydroabietadienal + [reduced NADPH-hemoprotein reductase] + O2', 'levopimaradienol + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-al + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-ol + 2 [reduced NADPH-hemoprotein reductase] + 2 O2', 'dehydroabietadienol + [reduced NADPH-hemoprotein reductase] + O2', 'isopimara-7,15-dienol + [reduced NADPH-hemoprotein reductase] + O2', 'isopimara-7,15-dienal + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-ol + [reduced NADPH-hemoprotein reductase] + O2', '(13S)-pimara-7,15-dien-18-al + [reduced NADPH-hemoprotein reductase] + O2', 'abietadienol + [reduced NADPH-hemoprotein reductase] + O2', 'abietadienal + [reduced NADPH-hemoprotein reductase] + O2'}",oxidation,"{'(13S)-pimara-7,15-dien-18-al', 'isopimara-7,15-dienol', 'abietadienol', 'abieta-7,13-dien-18-al', 'levopimaradienol', 'dehydroabietadienal', '[reduced NADPH-hemoprotein reductase]', 'abietadienal', 'dehydroabietadienol', 'abieta-7,13-dien-18-ol', 'O2', 'isopimara-7,15-dienal'}","abieta-7,13-dien-18-ol hydroxylase"
531,1.14.14.145,7,8,about 80% of maximal activity at pH 7.0 and 8.0,Pinus taeda,Q50EK4,676795,"{'dehydroabietadienal + [reduced NADPH-hemoprotein reductase] + O2', 'levopimaradienol + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-al + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-ol + 2 [reduced NADPH-hemoprotein reductase] + 2 O2', 'dehydroabietadienol + [reduced NADPH-hemoprotein reductase] + O2', 'isopimara-7,15-dienol + [reduced NADPH-hemoprotein reductase] + O2', 'isopimara-7,15-dienal + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-ol + [reduced NADPH-hemoprotein reductase] + O2', '(13S)-pimara-7,15-dien-18-al + [reduced NADPH-hemoprotein reductase] + O2', 'abietadienol + [reduced NADPH-hemoprotein reductase] + O2', 'abietadienal + [reduced NADPH-hemoprotein reductase] + O2'}","{'abieta-7,13-dien-18-oate + 2 [oxidized NADPH-hemoprotein reductase] + 3 H2O', 'abieta-7,13-dien-18-al + [oxidized NADPH-hemoprotein reductase] + H2O', '(13S)-pimara-7,15-dien-18-oate + [oxidized NADPH-hemoprotein reductase] + H2O', 'abieta-7,13-dien-18-oate + [oxidized NADPH-hemoprotein reductase] + H2O', 'dehydroabietadienoate + [oxidized NADPH-hemoprotein reductase] + H2O', 'dehydroabietadienal + [oxidized NADPH-hemoprotein reductase] + H2O', 'isopimara-7,15-dienal + [oxidized NADPH-hemoprotein reductase] + H2O', 'abietadienal + [oxidized NADPH-hemoprotein reductase] + H2O', 'levopimaradienal + [oxidized NADPH-hemoprotein reductase] + H2O', 'isopimara-7,15-dien-18-oate + [oxidized NADPH-hemoprotein reductase] + H2O'}",,,,,,,"{'dehydroabietadienal + [reduced NADPH-hemoprotein reductase] + O2', 'levopimaradienol + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-al + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-ol + 2 [reduced NADPH-hemoprotein reductase] + 2 O2', 'dehydroabietadienol + [reduced NADPH-hemoprotein reductase] + O2', 'isopimara-7,15-dienol + [reduced NADPH-hemoprotein reductase] + O2', 'isopimara-7,15-dienal + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-ol + [reduced NADPH-hemoprotein reductase] + O2', '(13S)-pimara-7,15-dien-18-al + [reduced NADPH-hemoprotein reductase] + O2', 'abietadienol + [reduced NADPH-hemoprotein reductase] + O2', 'abietadienal + [reduced NADPH-hemoprotein reductase] + O2'}",oxidation,"{'(13S)-pimara-7,15-dien-18-al', 'isopimara-7,15-dienol', 'abietadienol', 'abieta-7,13-dien-18-al', 'levopimaradienol', 'dehydroabietadienal', '[reduced NADPH-hemoprotein reductase]', 'abietadienal', 'dehydroabietadienol', 'abieta-7,13-dien-18-ol', 'O2', 'isopimara-7,15-dienal'}","abieta-7,13-dien-18-ol hydroxylase"
532,1.14.14.145,7,8,about 80% of maximal activity at pH 7.0 and 8.0,Pinus taeda,Q50EK5,676795,"{'dehydroabietadienal + [reduced NADPH-hemoprotein reductase] + O2', 'levopimaradienol + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-al + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-ol + 2 [reduced NADPH-hemoprotein reductase] + 2 O2', 'dehydroabietadienol + [reduced NADPH-hemoprotein reductase] + O2', 'isopimara-7,15-dienol + [reduced NADPH-hemoprotein reductase] + O2', 'isopimara-7,15-dienal + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-ol + [reduced NADPH-hemoprotein reductase] + O2', '(13S)-pimara-7,15-dien-18-al + [reduced NADPH-hemoprotein reductase] + O2', 'abietadienol + [reduced NADPH-hemoprotein reductase] + O2', 'abietadienal + [reduced NADPH-hemoprotein reductase] + O2'}","{'abieta-7,13-dien-18-oate + 2 [oxidized NADPH-hemoprotein reductase] + 3 H2O', 'abieta-7,13-dien-18-al + [oxidized NADPH-hemoprotein reductase] + H2O', '(13S)-pimara-7,15-dien-18-oate + [oxidized NADPH-hemoprotein reductase] + H2O', 'abieta-7,13-dien-18-oate + [oxidized NADPH-hemoprotein reductase] + H2O', 'dehydroabietadienoate + [oxidized NADPH-hemoprotein reductase] + H2O', 'dehydroabietadienal + [oxidized NADPH-hemoprotein reductase] + H2O', 'isopimara-7,15-dienal + [oxidized NADPH-hemoprotein reductase] + H2O', 'abietadienal + [oxidized NADPH-hemoprotein reductase] + H2O', 'levopimaradienal + [oxidized NADPH-hemoprotein reductase] + H2O', 'isopimara-7,15-dien-18-oate + [oxidized NADPH-hemoprotein reductase] + H2O'}",,,,,,,"{'dehydroabietadienal + [reduced NADPH-hemoprotein reductase] + O2', 'levopimaradienol + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-al + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-ol + 2 [reduced NADPH-hemoprotein reductase] + 2 O2', 'dehydroabietadienol + [reduced NADPH-hemoprotein reductase] + O2', 'isopimara-7,15-dienol + [reduced NADPH-hemoprotein reductase] + O2', 'isopimara-7,15-dienal + [reduced NADPH-hemoprotein reductase] + O2', 'abieta-7,13-dien-18-ol + [reduced NADPH-hemoprotein reductase] + O2', '(13S)-pimara-7,15-dien-18-al + [reduced NADPH-hemoprotein reductase] + O2', 'abietadienol + [reduced NADPH-hemoprotein reductase] + O2', 'abietadienal + [reduced NADPH-hemoprotein reductase] + O2'}",oxidation,"{'(13S)-pimara-7,15-dien-18-al', 'isopimara-7,15-dienol', 'abietadienol', 'abieta-7,13-dien-18-al', 'levopimaradienol', 'dehydroabietadienal', '[reduced NADPH-hemoprotein reductase]', 'abietadienal', 'dehydroabietadienol', 'abieta-7,13-dien-18-ol', 'O2', 'isopimara-7,15-dienal'}","abieta-7,13-dien-18-ol hydroxylase"
4037,1.14.14.16,5.5,8,about 50% of activity maximum at pH 5.5 and 8.0,Bos taurus,P00191,285439,"{'17alpha-hydroxyprogesterone + NADH + O2', 'progesterone + NADH + O2', '11beta-hydroxyprogesterone + NADH + O2', 'progesterone + [reduced NADPH-hemoprotein reductase] + O2', '17alpha-hydroxyprogesterone + [reduced NADPH-hemoprotein reductase] + O2', '11,17-dihydroxyprogesterone + NADH + O2', 'DELTA5-pregnen-3beta,17alpha-diol-20-one + NADH + O2', 'DELTA5-pregnen-3beta-ol-20-one + NADH + O2'}","{'deoxycorticosterone + NAD+ + H2O', '17,21-dihydroxyprogesterone + NAD+ + H2O', 'corticosterone + NAD+ + H2O', '? + NAD+ + H2O', '11-deoxycortisol + [oxidized NADPH-hemoprotein reductase] + H2O', 'cortisol + NAD+ + H2O', '11-deoxycorticosterone + [oxidized NADPH-hemoprotein reductase] + H2O'}",,,,,,,"{'17alpha-hydroxyprogesterone + NADH + O2', 'progesterone + NADH + O2', '11beta-hydroxyprogesterone + NADH + O2', 'progesterone + [reduced NADPH-hemoprotein reductase] + O2', '17alpha-hydroxyprogesterone + [reduced NADPH-hemoprotein reductase] + O2', '11,17-dihydroxyprogesterone + NADH + O2', 'DELTA5-pregnen-3beta,17alpha-diol-20-one + NADH + O2', 'DELTA5-pregnen-3beta-ol-20-one + NADH + O2'}",oxidation_or_reduction,"{'progesterone', '17alpha-hydroxyprogesterone', '[reduced NADPH-hemoprotein reductase]', 'DELTA5-pregnen-3beta-ol-20-one', 'DELTA5-pregnen-3beta,17alpha-diol-20-one', 'NADH', '11beta-hydroxyprogesterone', '11,17-dihydroxyprogesterone', 'O2'}",steroid 21-monooxygenase
499,1.14.13.200,7.5,10,"pH 7.5: about 45% of maximal activity, pH 10: about 25% of maximal activity",Streptomyces glaucescens,Q7M0K6,727813,"{'tetracenomycin A2 + 2 O2 + 2 NAD(P)H + 2 H+', 'tetracenomycin A2 + 2 O2 + 2 NADH + 2 H+', 'tetracenomycin A2 + 2 O2 + 2 NADPH + 2 H+'}","{'tetracenomycin C + 2 NAD+ + H2O', 'tetracenomycin C + 2 NADP+ + H2O', 'tetracenomycin C + 2 NAD(P)+ + H2O'}",,,,,,,"{'tetracenomycin A2 + 2 O2 + 2 NAD(P)H + 2 H+', 'tetracenomycin A2 + 2 O2 + 2 NADH + 2 H+', 'tetracenomycin A2 + 2 O2 + 2 NADPH + 2 H+'}",oxidation_or_reduction,"{'H+', 'tetracenomycin A2', 'NADH', 'NAD(P)H', 'O2', 'NADPH'}",tetracenomycin A2 monooxygenase-dioxygenase
4016,1.14.13.189,7,10,"pH 7.0: about 45% of maximal activity, pH 10.0: about 80% of maximal activity",Streptomyces sahachiroi,B4XY99,725941,"{'5-methyl-1-naphthoate + NADPH + H+ + O2', 'S-adenosyl-L-methionine + 3-hydroxy-5-methylnaphthoate'}","{'3-hydroxy-5-methyl-1-naphthoate + NADP+ + H2O', 'S-adenosyl-L-homocysteine + 3-methoxy-5-methylnaphthoate'}",,,,,,,"{'5-methyl-1-naphthoate + NADPH + H+ + O2', 'S-adenosyl-L-methionine + 3-hydroxy-5-methylnaphthoate'}",oxidation_or_reduction,"{'S-adenosyl-L-methionine', 'H+', '5-methyl-1-naphthoate', '3-hydroxy-5-methylnaphthoate', 'O2', 'NADPH'}",5-methyl-1-naphthoate 3-hydroxylase
